Date,MaxTemperature,MaxTemperatureNormal,MaxTemperatureDeparture,MinTemperature,MinTemperatureNormal,MinTemperatureDeparture,AvgTemperature,AvgTemperatureNormal,AvgTemperatureDeparture,AtObsTemperature,PrecipitationNormal,PrecipitationDeparture,Snowfall,SnowfallNormal,SnowfallDeparture,SnowDepth,HDD,HDDNormal,HDDDeparture,CDD,CDDNormal,CDDDeparture,GDD,Precipitation,Year,Month,Day
1/1/80,38,35.2,2.8,18,18.6,-0.6,28,26.9,1.1,M,0.1,-0.1,0,0.4,-0.4,0,37,38,-1,0,0,0,0,0,1980,1,1
1/2/80,39,35.1,3.9,24,18.4,5.6,31.5,26.8,4.7,M,0.1,-0.1,0,0.4,-0.4,0,33,38,-5,0,0,0,0,0,1980,1,2
1/3/80,33,34.9,-1.9,19,18.3,0.7,26,26.6,-0.6,M,0.1,-0.1,0,0.3,-0.3,0,39,38,1,0,0,0,0,0,1980,1,3
1/4/80,26,34.8,-8.8,13,18.1,-5.1,19.5,26.4,-6.9,M,0.1,-0.1,0,0.4,-0.4,0,45,39,6,0,0,0,0,0,1980,1,4
1/5/80,29,34.7,-5.7,21,18,3,25,26.3,-1.3,M,0.1,-0.1,0,0.4,-0.4,0,40,39,1,0,0,0,0,0,1980,1,5
1/6/80,28,34.5,-6.5,11,17.8,-6.8,19.5,26.2,-6.7,M,0.11,-0.11,0,0.4,-0.4,0,45,39,6,0,0,0,0,0,1980,1,6
1/7/80,40,34.4,5.6,13,17.7,-4.7,26.5,26.1,0.4,M,0.1,-0.1,0,0.4,-0.4,0,38,39,-1,0,0,0,0,0,1980,1,7
1/8/80,37,34.3,2.7,20,17.6,2.4,28.5,26,2.5,M,0.09,-0.09,0,0.4,-0.4,0,36,39,-3,0,0,0,0,0,1980,1,8
1/9/80,30,34.3,-4.3,16,17.5,-1.5,23,25.9,-2.9,M,0.1,-0.1,0,0.4,-0.4,0,42,39,3,0,0,0,0,0,1980,1,9
1/10/80,30,34.2,-4.2,14,17.4,-3.4,22,25.8,-3.8,M,0.1,-0.1,0,0.4,-0.4,0,43,39,4,0,0,0,0,0,1980,1,10
1/11/80,56,34.1,21.9,23,17.4,5.6,39.5,25.8,13.7,M,0.11,0.49,0,0.4,-0.4,0,25,39,-14,0,0,0,0,0.6,1980,1,11
1/12/80,55,34.1,20.9,22,17.3,4.7,38.5,25.7,12.8,M,0.11,-0.01,0,0.4,-0.4,0,26,39,-13,0,0,0,0,0.1,1980,1,12
1/13/80,30,34.1,-4.1,14,17.3,-3.3,22,25.7,-3.7,M,0.1,-0.1,0,0.4,-0.4,0,43,39,4,0,0,0,0,0,1980,1,13
1/14/80,41,34.1,6.9,24,17.2,6.8,32.5,25.6,6.9,M,0.11,-0.11,0,0.4,-0.4,0,32,39,-7,0,0,0,0,0,1980,1,14
1/15/80,45,34.1,10.9,34,17.2,16.8,39.5,25.6,13.9,M,0.11,-0.11,0,0.4,-0.4,0,25,39,-14,0,0,0,0,0,1980,1,15
1/16/80,42,34.1,7.9,25,17.2,7.8,33.5,25.6,7.9,M,0.11,-0.11,0,0.4,-0.4,0,31,39,-8,0,0,0,0,0,1980,1,16
1/17/80,37,34.1,2.9,24,17.2,6.8,30.5,25.7,4.8,M,0.1,-0.1,0,0.4,-0.4,0,34,39,-5,0,0,0,0,0,1980,1,17
1/18/80,42,34.1,7.9,29,17.3,11.7,35.5,25.7,9.8,M,0.11,-0.11,0,0.3,-0.3,0,29,39,-10,0,0,0,0,0,1980,1,18
1/19/80,43,34.1,8.9,35,17.3,17.7,39,25.7,13.3,M,0.1,-0.1,0,0.4,-0.4,0,26,39,-13,0,0,0,0,0,1980,1,19
1/20/80,38,34.2,3.8,24,17.3,6.7,31,25.8,5.2,M,0.11,-0.11,0,0.4,-0.4,0,34,39,-5,0,0,0,0,0,1980,1,20
1/21/80,34,34.2,-0.2,20,17.4,2.6,27,25.8,1.2,M,0.11,-0.11,0,0.4,-0.4,0,38,39,-1,0,0,0,0,0,1980,1,21
1/22/80,34,34.3,-0.3,21,17.5,3.5,27.5,25.9,1.6,M,0.11,-0.09,0.2,0.4,-0.2,0,37,39,-2,0,0,0,0,0.02,1980,1,22
1/23/80,35,34.4,0.6,23,17.5,5.5,29,26,3,M,0.11,-0.11,0,0.4,-0.4,0,36,39,-3,0,0,0,0,0,1980,1,23
1/24/80,26,34.5,-8.5,13,17.6,-4.6,19.5,26.1,-6.6,M,0.1,-0.1,0,0.5,-0.5,0,45,39,6,0,0,0,0,0,1980,1,24
1/25/80,29,34.6,-5.6,12,17.7,-5.7,20.5,26.2,-5.7,M,0.11,-0.11,0,0.4,-0.4,0,44,39,5,0,0,0,0,0,1980,1,25
1/26/80,33,34.7,-1.7,17,17.8,-0.8,25,26.3,-1.3,M,0.1,-0.1,0,0.4,-0.4,0,40,39,1,0,0,0,0,0,1980,1,26
1/27/80,37,34.8,2.2,24,17.9,6.1,30.5,26.4,4.1,M,0.1,-0.1,0,0.3,-0.3,0,34,39,-5,0,0,0,0,0,1980,1,27
1/28/80,35,34.9,0.1,21,18.1,2.9,28,26.5,1.5,M,0.1,-0.1,0,0.4,-0.4,0,37,39,-2,0,0,0,0,0,1980,1,28
1/29/80,31,35.1,-4.1,19,18.2,0.8,25,26.6,-1.6,M,0.11,-0.11,0,0.5,-0.5,0,40,38,2,0,0,0,0,0,1980,1,29
1/30/80,24,35.2,-11.2,11,18.3,-7.3,17.5,26.8,-9.3,M,0.1,-0.1,0,0.4,-0.4,0,47,38,9,0,0,0,0,0,1980,1,30
1/31/80,23,35.4,-12.4,7,18.4,-11.4,15,26.9,-11.9,M,0.11,-0.11,0,0.4,-0.4,0,50,38,12,0,0,0,0,0,1980,1,31
2/1/80,23,35.5,-12.5,6,18.6,-12.6,14.5,27.1,-12.6,M,0.1,-0.1,0,0.4,-0.4,0,50,38,12,0,0,0,0,0,1980,2,1
2/2/80,22,35.7,-13.7,8,18.7,-10.7,15,27.2,-12.2,M,0.11,-0.11,0,0.5,-0.5,0,50,38,12,0,0,0,0,0,1980,2,2
2/3/80,26,35.9,-9.9,11,18.9,-7.9,18.5,27.4,-8.9,M,0.1,-0.1,0,0.5,-0.5,0,46,38,8,0,0,0,0,0,1980,2,3
2/4/80,30,36,-6,4,19,-15,17,27.5,-10.5,M,0.1,-0.1,0,0.4,-0.4,0,48,37,11,0,0,0,0,0,1980,2,4
2/5/80,28,36.2,-8.2,7,19.2,-12.2,17.5,27.7,-10.2,M,0.1,-0.1,0,0.4,-0.4,0,47,37,10,0,0,0,0,0,1980,2,5
2/6/80,36,36.4,-0.4,8,19.4,-11.4,22,27.9,-5.9,M,0.11,-0.11,0,0.5,-0.5,0,43,37,6,0,0,0,0,0,1980,2,6
2/7/80,33,36.6,-3.6,25,19.5,5.5,29,28.1,0.9,M,0.1,-0.1,0,0.4,-0.4,0,36,37,-1,0,0,0,0,0,1980,2,7
2/8/80,39,36.8,2.2,18,19.7,-1.7,28.5,28.3,0.2,M,0.1,-0.1,0,0.4,-0.4,0,36,37,-1,0,0,0,0,0,1980,2,8
2/9/80,36,37.1,-1.1,14,19.9,-5.9,25,28.5,-3.5,M,0.1,-0.1,0,0.4,-0.4,0,40,37,3,0,0,0,0,0,1980,2,9
2/10/80,36,37.3,-1.3,16,20,-4,26,28.7,-2.7,M,0.1,-0.1,0,0.4,-0.4,0,39,36,3,0,0,0,0,0,1980,2,10
2/11/80,37,37.5,-0.5,12,20.2,-8.2,24.5,28.9,-4.4,M,0.1,-0.1,0,0.5,-0.5,0,40,36,4,0,0,0,0,0,1980,2,11
2/12/80,35,37.7,-2.7,17,20.4,-3.4,26,29.1,-3.1,M,0.1,-0.1,0,0.4,-0.4,0,39,36,3,0,0,0,0,0,1980,2,12
2/13/80,36,38,-2,15,20.6,-5.6,25.5,29.3,-3.8,M,0.1,-0.1,0,0.4,-0.4,0,39,36,3,0,0,0,0,0,1980,2,13
2/14/80,45,38.2,6.8,17,20.7,-3.7,31,29.5,1.5,M,0.1,-0.1,0,0.5,-0.5,0,34,36,-2,0,0,0,0,0,1980,2,14
2/15/80,37,38.5,-1.5,20,20.9,-0.9,28.5,29.7,-1.2,M,0.11,-0.11,0,0.4,-0.4,0,36,35,1,0,0,0,0,0,1980,2,15
2/16/80,27,38.7,-11.7,19,21.1,-2.1,23,29.9,-6.9,M,0.1,0.52,6.2,0.4,5.8,2,42,35,7,0,0,0,0,0.62,1980,2,16
2/17/80,21,39,-18,6,21.3,-15.3,13.5,30.1,-16.6,M,0.1,-0.1,0,0.4,-0.4,6,51,35,16,0,0,0,0,0,1980,2,17
2/18/80,30,39.2,-9.2,6,21.5,-15.5,18,30.4,-12.4,M,0.11,-0.11,0,0.4,-0.4,5,47,35,12,0,0,0,0,0,1980,2,18
2/19/80,45,39.5,5.5,14,21.7,-7.7,29.5,30.6,-1.1,M,0.1,-0.1,0,0.4,-0.4,4,35,34,1,0,0,0,0,0,1980,2,19
2/20/80,44,39.8,4.2,11,21.9,-10.9,27.5,30.8,-3.3,M,0.1,-0.1,0,0.4,-0.4,3,37,34,3,0,0,0,0,0,1980,2,20
2/21/80,49,40,9,25,22.1,2.9,37,31,6,M,0.09,-0.09,0,0.3,-0.3,2,28,34,-6,0,0,0,0,0,1980,2,21
2/22/80,34,40.3,-6.3,26,22.3,3.7,30,31.3,-1.3,M,0.1,0.21,1,0.4,0.6,1,35,34,1,0,0,0,0,0.31,1980,2,22
2/23/80,41,40.6,0.4,29,22.5,6.5,35,31.5,3.5,M,0.11,-0.11,0,0.3,-0.3,2,30,33,-3,0,0,0,0,0,1980,2,23
2/24/80,43,40.9,2.1,28,22.7,5.3,35.5,31.8,3.7,M,0.11,-0.1,0.1,0.4,-0.3,0,29,33,-4,0,0,0,0,0.01,1980,2,24
2/25/80,41,41.2,-0.2,27,22.9,4.1,34,32,2,M,0.11,-0.11,0,0.3,-0.3,0,31,33,-2,0,0,0,0,0,1980,2,25
2/26/80,29,41.5,-12.5,10,23.1,-13.1,19.5,32.3,-12.8,M,0.11,-0.11,0,0.3,-0.3,0,45,33,12,0,0,0,0,0,1980,2,26
2/27/80,26,41.8,-15.8,10,23.3,-13.3,18,32.5,-14.5,M,0.11,-0.07,0.4,0.2,0.2,0,47,32,15,0,0,0,0,0.04,1980,2,27
2/28/80,27,42.1,-15.1,16,23.5,-7.5,21.5,32.8,-11.3,M,0.11,-0.11,0,0.3,-0.3,0,43,32,11,0,0,0,0,0,1980,2,28
2/29/80,19,42.2,-23.2,8,23.6,-15.6,13.5,32.9,-19.4,M,M,M,0,M,M,0,51,32,19,0,0,0,0,0,1980,2,29
3/1/80,25,42.4,-17.4,3,23.7,-20.7,14,33.1,-19.1,M,0.11,-0.11,0,0.3,-0.3,0,51,32,19,0,0,0,0,0,1980,3,1
3/2/80,25,42.7,-17.7,9,24,-15,17,33.3,-16.3,M,0.11,-0.11,0,0.2,-0.2,0,48,32,16,0,0,0,0,0,1980,3,2
3/3/80,36,43,-7,8,24.2,-16.2,22,33.6,-11.6,M,0.11,-0.11,0,0.3,-0.3,0,43,31,12,0,0,0,0,0,1980,3,3
3/4/80,45,43.3,1.7,14,24.4,-10.4,29.5,33.9,-4.4,M,0.11,-0.11,0,0.2,-0.2,0,35,31,4,0,0,0,0,0,1980,3,4
3/5/80,39,43.6,-4.6,25,24.7,0.3,32,34.1,-2.1,M,0.11,-0.01,0.4,0.3,0.1,0,33,31,2,0,0,0,0,0.1,1980,3,5
3/6/80,38,44,-6,23,24.9,-1.9,30.5,34.4,-3.9,M,0.11,-0.11,0,0.3,-0.3,0,34,31,3,0,0,0,0,0,1980,3,6
3/7/80,50,44.3,5.7,25,25.2,-0.2,37.5,34.7,2.8,M,0.11,-0.1,0,0.2,-0.2,0,27,30,-3,0,0,0,0,0.01,1980,3,7
3/8/80,38,44.6,-6.6,35,25.4,9.6,36.5,35,1.5,M,0.11,0.38,0,0.3,-0.3,0,28,30,-2,0,0,0,0,0.49,1980,3,8
3/9/80,44,45,-1,26,25.7,0.3,35,35.3,-0.3,M,0.12,-0.12,0,0.2,-0.2,0,30,30,0,0,0,0,0,0,1980,3,9
3/10/80,50,45.3,4.7,20,25.9,-5.9,35,35.6,-0.6,M,0.11,0.19,0,0.3,-0.3,0,30,29,1,0,0,0,0,0.3,1980,3,10
3/11/80,40,45.7,-5.7,24,26.2,-2.2,32,35.9,-3.9,M,0.11,0.93,0,0.2,-0.2,0,33,29,4,0,0,0,0,1.04,1980,3,11
3/12/80,30,46,-16,17,26.5,-9.5,23.5,36.3,-12.8,M,0.1,-0.1,0,0.3,-0.3,0,41,29,12,0,0,0,0,0,1980,3,12
3/13/80,35,46.4,-11.4,13,26.8,-13.8,24,36.6,-12.6,M,0.11,0.01,1.4,0.2,1.2,0,41,28,13,0,0,0,0,0.12,1980,3,13
3/14/80,34,46.8,-12.8,26,27.1,-1.1,30,36.9,-6.9,M,0.11,0.58,3.8,0.2,3.6,4,35,28,7,0,0,0,0,0.69,1980,3,14
3/15/80,34,47.1,-13.1,23,27.4,-4.4,28.5,37.2,-8.7,M,0.11,-0.11,0,0.2,-0.2,4,36,28,8,0,0,0,0,0,1980,3,15
3/16/80,42,47.5,-5.5,15,27.7,-12.7,28.5,37.6,-9.1,M,0.12,-0.12,0,0.2,-0.2,3,36,27,9,0,0,0,0,0,1980,3,16
3/17/80,53,47.9,5.1,28,28,0,40.5,37.9,2.6,M,0.12,0.13,0,0.3,-0.3,2,24,27,-3,0,0,0,0,0.25,1980,3,17
3/18/80,53,48.3,4.7,31,28.3,2.7,42,38.3,3.7,M,0.12,0.33,0,0.2,-0.2,0,23,27,-4,0,0,0,0,0.45,1980,3,18
3/19/80,51,48.7,2.3,31,28.6,2.4,41,38.6,2.4,M,0.12,-0.12,0,0.1,-0.1,0,24,26,-2,0,0,0,0,0,1980,3,19
3/20/80,59,49.1,9.9,29,28.9,0.1,44,39,5,M,0.13,-0.13,0,0.2,-0.2,0,21,26,-5,0,0,0,0,0,1980,3,20
3/21/80,53,49.5,3.5,42,29.3,12.7,47.5,39.4,8.1,M,0.13,1.12,0,0.2,-0.2,0,17,26,-9,0,0,0,0,1.25,1980,3,21
3/22/80,45,49.9,-4.9,34,29.6,4.4,39.5,39.7,-0.2,M,0.12,0.19,0,0.1,-0.1,0,25,25,0,0,0,0,0,0.31,1980,3,22
3/23/80,56,50.3,5.7,34,30,4,45,40.1,4.9,M,0.13,-0.13,0,0.2,-0.2,0,20,25,-5,0,0,0,0,0,1980,3,23
3/24/80,58,50.7,7.3,28,30.3,-2.3,43,40.5,2.5,M,0.13,-0.02,0,0.2,-0.2,0,22,25,-3,0,0,0,0,0.11,1980,3,24
3/25/80,43,51.1,-8.1,32,30.7,1.3,37.5,40.9,-3.4,M,0.12,0.11,0.3,0.2,0.1,0,27,24,3,0,0,0,0,0.23,1980,3,25
3/26/80,49,51.5,-2.5,34,31,3,41.5,41.3,0.2,M,0.12,-0.11,0,0.2,-0.2,0,23,24,-1,0,0,0,0,0.01,1980,3,26
3/27/80,52,52,0,34,31.4,2.6,43,41.7,1.3,M,0.13,-0.13,0,0.1,-0.1,0,22,23,-1,0,0,0,0,0,1980,3,27
3/28/80,58,52.4,5.6,29,31.7,-2.7,43.5,42.1,1.4,M,0.12,-0.12,0,0.2,-0.2,0,21,23,-2,0,0,0,0,0,1980,3,28
3/29/80,48,52.8,-4.8,41,32.1,8.9,44.5,42.5,2,M,0.11,0.08,0,0.1,-0.1,0,20,23,-3,0,0,0,0,0.19,1980,3,29
3/30/80,49,53.3,-4.3,40,32.5,7.5,44.5,42.9,1.6,M,0.13,0.13,0,0.1,-0.1,0,20,22,-2,0,0,0,0,0.26,1980,3,30
3/31/80,42,53.7,-11.7,35,32.8,2.2,38.5,43.3,-4.8,M,0.12,-0.06,0,0.1,-0.1,0,26,22,4,0,0,0,0,0.06,1980,3,31
4/1/80,56,54.2,1.8,30,33.2,-3.2,43,43.7,-0.7,M,0.12,-0.12,0,0.1,-0.1,0,22,21,1,0,0,0,0,0,1980,4,1
4/2/80,45,54.6,-9.6,32,33.6,-1.6,38.5,44.1,-5.6,M,0.13,-0.1,0,0.1,-0.1,0,26,21,5,0,0,0,0,0.03,1980,4,2
4/3/80,62,55.1,6.9,31,34,-3,46.5,44.5,2,M,0.13,-0.13,0,0.1,-0.1,0,18,21,-3,0,0,0,0,0,1980,4,3
4/4/80,46,55.5,-9.5,40,34.3,5.7,43,44.9,-1.9,M,0.12,0.59,0,0,0,0,22,20,2,0,0,0,0,0.71,1980,4,4
4/5/80,51,56,-5,39,34.7,4.3,45,45.3,-0.3,M,0.13,-0.13,0,0.1,-0.1,0,20,20,0,0,0,0,0,0,1980,4,5
4/6/80,63,56.4,6.6,32,35.1,-3.1,47.5,45.7,1.8,M,0.12,-0.12,0,0.1,-0.1,0,17,19,-2,0,0,0,0,0,1980,4,6
4/7/80,61,56.9,4.1,33,35.5,-2.5,47,46.2,0.8,M,0.12,-0.12,0,0.1,-0.1,0,18,19,-1,0,0,0,0,0,1980,4,7
4/8/80,53,57.3,-4.3,41,35.8,5.2,47,46.6,0.4,M,0.13,-0.09,0,0,0,0,18,19,-1,0,0,0,0,0.04,1980,4,8
4/9/80,57,57.8,-0.8,45,36.2,8.8,51,47,4,M,0.13,1.67,0,0.1,-0.1,0,14,18,-4,0,0,0,1,1.8,1980,4,9
4/10/80,57,58.2,-1.2,52,36.6,15.4,54.5,47.4,7.1,M,0.13,0.61,0,0.1,-0.1,0,10,18,-8,0,0,0,5,0.74,1980,4,10
4/11/80,64,58.7,5.3,42,36.9,5.1,53,47.8,5.2,M,0.13,-0.13,0,0,0,0,12,17,-5,0,0,0,3,0,1980,4,11
4/12/80,68,59.1,8.9,39,37.3,1.7,53.5,48.2,5.3,M,0.13,-0.13,0,0.1,-0.1,0,11,17,-6,0,0,0,4,0,1980,4,12
4/13/80,63,59.5,3.5,45,37.7,7.3,54,48.6,5.4,M,0.13,-0.13,0,0.1,-0.1,0,11,17,-6,0,0,0,4,0,1980,4,13
4/14/80,46,60,-14,42,38,4,44,49,-5,M,0.13,0.31,0,0,0,0,21,16,5,0,0,0,0,0.44,1980,4,14
4/15/80,70,60.4,9.6,43,38.4,4.6,56.5,49.4,7.1,M,0.12,0.07,0,0.1,-0.1,0,8,16,-8,0,0,0,7,0.19,1980,4,15
4/16/80,54,60.9,-6.9,31,38.7,-7.7,42.5,49.8,-7.3,M,0.12,-0.11,0,0,0,0,22,15,7,0,0,0,0,0.01,1980,4,16
4/17/80,55,61.3,-6.3,28,39.1,-11.1,41.5,50.2,-8.7,M,0.12,-0.12,0,0.1,-0.1,0,23,15,8,0,0,0,0,0,1980,4,17
4/18/80,60,61.7,-1.7,29,39.4,-10.4,44.5,50.6,-6.1,M,0.11,-0.11,0,0,0,0,20,15,5,0,0,0,0,0,1980,4,18
4/19/80,68,62.1,5.9,31,39.7,-8.7,49.5,50.9,-1.4,M,0.12,-0.12,0,0.1,-0.1,0,15,14,1,0,0,0,0,0,1980,4,19
4/20/80,75,62.5,12.5,39,40.1,-1.1,57,51.3,5.7,M,0.11,-0.01,0,0,0,0,8,14,-6,0,0,0,7,0.1,1980,4,20
4/21/80,70,63,7,45,40.4,4.6,57.5,51.7,5.8,M,0.12,-0.12,0,0,0,0,7,14,-7,0,0,0,8,0,1980,4,21
4/22/80,55,63.4,-8.4,32,40.7,-8.7,43.5,52,-8.5,M,0.12,-0.12,0,0,0,0,21,13,8,0,0,0,0,0,1980,4,22
4/23/80,62,63.8,-1.8,39,41,-2,50.5,52.4,-1.9,M,0.12,-0.12,0,0,0,0,14,13,1,0,0,0,1,0,1980,4,23
4/24/80,69,64.2,4.8,37,41.3,-4.3,53,52.7,0.3,M,0.13,-0.13,0,0.1,-0.1,0,12,13,-1,0,0,0,3,0,1980,4,24
4/25/80,66,64.5,1.5,47,41.6,5.4,56.5,53.1,3.4,M,0.12,-0.02,0,0,0,0,8,12,-4,0,0,0,7,0.1,1980,4,25
4/26/80,62,64.9,-2.9,48,41.9,6.1,55,53.4,1.6,M,0.12,-0.12,0,0,0,0,10,12,-2,0,0,0,5,0,1980,4,26
4/27/80,57,65.3,-8.3,46,42.2,3.8,51.5,53.8,-2.3,M,0.13,-0.05,0,0,0,0,13,12,1,0,0,0,2,0.08,1980,4,27
4/28/80,52,65.7,-13.7,42,42.5,-0.5,47,54.1,-7.1,M,0.13,0.61,0,0,0,0,18,11,7,0,0,0,0,0.74,1980,4,28
4/29/80,51,66,-15,42,42.8,-0.8,46.5,54.4,-7.9,M,0.13,0.28,0,0,0,0,18,11,7,0,0,0,0,0.41,1980,4,29
4/30/80,66,66.4,-0.4,45,43.1,1.9,55.5,54.7,0.8,M,0.12,-0.12,0,0,0,0,9,11,-2,0,0,0,6,0,1980,4,30
5/1/80,65,66.7,-1.7,53,43.4,9.6,59,55.1,3.9,M,0.12,-0.12,0,0,0,0,6,10,-4,0,0,0,9,0,1980,5,1
5/2/80,71,67.1,3.9,48,43.7,4.3,59.5,55.4,4.1,M,0.12,-0.12,0,0,0,0,5,10,-5,0,0,0,10,0,1980,5,2
5/3/80,81,67.4,13.6,41,44,-3,61,55.7,5.3,M,0.12,-0.11,0,0,0,0,4,10,-6,0,0,0,11,0.01,1980,5,3
5/4/80,71,67.7,3.3,46,44.3,1.7,58.5,56,2.5,M,0.13,-0.13,0,0,0,0,6,9,-3,0,0,0,9,0,1980,5,4
5/5/80,80,68,12,45,44.5,0.5,62.5,56.3,6.2,M,0.13,-0.08,0,0,0,0,2,9,-7,0,0,0,13,0.05,1980,5,5
5/6/80,81,68.4,12.6,44,44.8,-0.8,62.5,56.6,5.9,M,0.12,-0.12,0,0,0,0,2,9,-7,0,0,0,13,0,1980,5,6
5/7/80,70,68.7,1.3,49,45.1,3.9,59.5,56.9,2.6,M,0.12,-0.02,0,0,0,0,5,9,-4,0,0,0,10,0.1,1980,5,7
5/8/80,54,69,-15,46,45.4,0.6,50,57.2,-7.2,M,0.12,0.64,0,0,0,0,15,8,7,0,1,-1,0,0.76,1980,5,8
5/9/80,62,69.3,-7.3,41,45.6,-4.6,51.5,57.5,-6,M,0.12,-0.12,0,0,0,0,13,8,5,0,1,-1,2,0,1980,5,9
5/10/80,67,69.6,-2.6,36,45.9,-9.9,51.5,57.7,-6.2,M,0.13,-0.13,0,0,0,0,13,8,5,0,1,-1,2,0,1980,5,10
5/11/80,60,69.9,-9.9,46,46.2,-0.2,53,58,-5,M,0.13,-0.13,0,0,0,0,12,8,4,0,1,-1,3,0,1980,5,11
5/12/80,71,70.2,0.8,52,46.5,5.5,61.5,58.3,3.2,M,0.13,-0.04,0,0,0,0,3,7,-4,0,1,-1,12,0.09,1980,5,12
5/13/80,77,70.4,6.6,59,46.8,12.2,68,58.6,9.4,M,0.13,-0.03,0,0,0,0,0,7,-7,3,1,2,18,0.1,1980,5,13
5/14/80,72,70.7,1.3,52,47,5,62,58.9,3.1,M,0.12,-0.12,0,0,0,0,3,7,-4,0,1,-1,12,0,1980,5,14
5/15/80,66,71,-5,47,47.3,-0.3,56.5,59.2,-2.7,M,0.14,-0.14,0,0,0,0,8,7,1,0,1,-1,7,0,1980,5,15
5/16/80,73,71.3,1.7,40,47.6,-7.6,56.5,59.4,-2.9,M,0.14,-0.14,0,0,0,0,8,6,2,0,1,-1,7,0,1980,5,16
5/17/80,77,71.6,5.4,43,47.9,-4.9,60,59.7,0.3,M,0.14,-0.14,0,0,0,0,5,6,-1,0,1,-1,10,0,1980,5,17
5/18/80,60,71.8,-11.8,52,48.2,3.8,56,60,-4,M,0.14,-0.02,0,0,0,0,9,6,3,0,1,-1,6,0.12,1980,5,18
5/19/80,76,72.1,3.9,57,48.5,8.5,66.5,60.3,6.2,M,0.15,-0.15,0,0,0,0,0,6,-6,2,1,1,17,0,1980,5,19
5/20/80,75,72.4,2.6,53,48.8,4.2,64,60.6,3.4,M,0.14,-0.14,0,0,0,0,1,6,-5,0,1,-1,14,0,1980,5,20
5/21/80,59,72.6,-13.6,51,49.1,1.9,55,60.9,-5.9,M,0.15,0.22,0,0,0,0,10,5,5,0,1,-1,5,0.37,1980,5,21
5/22/80,86,72.9,13.1,50,49.4,0.6,68,61.2,6.8,M,0.16,-0.16,0,0,0,0,0,5,-5,3,1,2,18,0,1980,5,22
5/23/80,92,73.2,18.8,57,49.7,7.3,74.5,61.4,13.1,M,0.16,-0.16,0,0,0,0,0,5,-5,10,1,9,25,0,1980,5,23
5/24/80,84,73.5,10.5,58,50,8,71,61.7,9.3,M,0.17,-0.17,0,0,0,0,0,5,-5,6,2,4,21,0,1980,5,24
5/25/80,81,73.7,7.3,52,50.3,1.7,66.5,62,4.5,M,0.16,-0.16,0,0,0,0,0,5,-5,2,2,0,17,0,1980,5,25
5/26/80,73,74,-1,46,50.6,-4.6,59.5,62.3,-2.8,M,0.16,-0.16,0,0,0,0,5,4,1,0,2,-2,10,0,1980,5,26
5/27/80,73,74.3,-1.3,44,51,-7,58.5,62.6,-4.1,M,0.16,-0.16,0,0,0,0,6,4,2,0,2,-2,9,0,1980,5,27
5/28/80,76,74.5,1.5,51,51.3,-0.3,63.5,62.9,0.6,M,0.15,-0.15,0,0,0,0,1,4,-3,0,2,-2,14,0,1980,5,28
5/29/80,76,74.8,1.2,45,51.6,-6.6,60.5,63.2,-2.7,M,0.16,-0.16,0,0,0,0,4,4,0,0,2,-2,11,0,1980,5,29
5/30/80,82,75.1,6.9,47,52,-5,64.5,63.5,1,M,0.17,-0.17,0,0,0,0,0,4,-4,0,2,-2,15,0,1980,5,30
5/31/80,79,75.4,3.6,61,52.3,8.7,70,63.8,6.2,M,0.16,-0.11,0,0,0,0,0,3,-3,5,2,3,20,0.05,1980,5,31
6/1/80,86,75.6,10.4,63,52.6,10.4,74.5,64.1,10.4,M,0.17,-0.17,0,0,0,0,0,3,-3,10,2,8,25,0,1980,6,1
6/2/80,80,75.9,4.1,62,53,9,71,64.4,6.6,M,0.18,-0.03,0,0,0,0,0,3,-3,6,3,3,21,0.15,1980,6,2
6/3/80,84,76.2,7.8,64,53.3,10.7,74,64.8,9.2,M,0.17,0.09,0,0,0,0,0,3,-3,9,3,6,24,0.26,1980,6,3
6/4/80,75,76.5,-1.5,56,53.7,2.3,65.5,65.1,0.4,M,0.18,-0.13,0,0,0,0,0,3,-3,1,3,-2,16,0.05,1980,6,4
6/5/80,74,76.8,-2.8,51,54,-3,62.5,65.4,-2.9,M,0.17,-0.17,0,0,0,0,2,3,-1,0,3,-3,13,0,1980,6,5
6/6/80,78,77.1,0.9,43,54.3,-11.3,60.5,65.7,-5.2,M,0.17,-0.17,0,0,0,0,4,2,2,0,3,-3,11,0,1980,6,6
6/7/80,63,77.3,-14.3,60,54.7,5.3,61.5,66,-4.5,M,0.17,0.29,0,0,0,0,3,2,1,0,3,-3,12,0.46,1980,6,7
6/8/80,70,77.6,-7.6,46,55,-9,58,66.3,-8.3,M,0.17,-0.13,0,0,0,0,7,2,5,0,3,-3,8,0.04,1980,6,8
6/9/80,57,77.9,-20.9,43,55.4,-12.4,50,66.6,-16.6,M,0.16,-0.12,0,0,0,0,15,2,13,0,4,-4,0,0.04,1980,6,9
6/10/80,64,78.2,-14.2,45,55.7,-10.7,54.5,66.9,-12.4,M,0.16,-0.1,0,0,0,0,10,2,8,0,4,-4,5,0.06,1980,6,10
6/11/80,65,78.5,-13.5,40,56,-16,52.5,67.3,-14.8,M,0.16,-0.16,0,0,0,0,12,2,10,0,4,-4,3,0,1980,6,11
6/12/80,72,78.7,-6.7,40,56.4,-16.4,56,67.6,-11.6,M,0.16,-0.16,0,0,0,0,9,2,7,0,4,-4,6,0,1980,6,12
